timestamp,wpm,errors,session_duration,fatigue_score,fatigue_level,productivity_score
2026-06-07 21:41:25,0.61,0,39.0,75,High,1.3,0,0,HIGH,0.97,100.0
2026-06-07 21:41:35,0.73,0,49.1,75,High,1.6,0,0,HIGH,0.97,100.0
2026-06-07 21:41:47,0.79,0,61.0,75,High,1.7,0,0,HIGH,0.97,100.0
2026-06-07 21:41:57,0.84,0,71.0,75,High,1.8,0,0,HIGH,0.97,100.0
2026-06-07 21:42:09,0.87,0,83.0,75,High,1.9,0,0,HIGH,0.96,100.0
2026-06-07 21:42:38,1.07,0,112.0,75,High,2.4,0,0,HIGH,0.97,100.0
2026-06-07 21:42:48,1.77,0,122.0,75,High,3.9,0,0,HIGH,0.97,100.0
2026-06-07 21:46:19,0,0,0,75,High,100.0,0,0,HIGH,0.97,100.0
2026-06-07 22:00:14,66.12,0,0.2,25,Low,100.0,2,0,LOW,0.99,100.0
2026-06-07 22:00:25,12.57,0,11.5,75,High,37.7,2,0,HIGH,0.97,100.0
2026-06-07 22:06:49,0.42,0,395.5,75,High,0.9,2,0,HIGH,0.86,100.0
2026-06-07 22:07:01,0.74,1,407.5,75,High,0.0,2,0,HIGH,0.88,32.4
2026-06-07 22:07:19,0.73,1,425.4,75,High,0.0,2,0,HIGH,0.9,31.5
2026-06-07 22:07:29,0.74,1,435.5,75,High,0.0,2,0,HIGH,0.89,32.4
2026-06-07 22:07:41,0.75,1,447.5,75,High,0.0,2,0,HIGH,0.89,33.3
2026-06-07 22:07:51,0.76,1,457.5,75,High,0.0,2,0,HIGH,0.89,34.2
2026-06-07 22:09:03,0.68,1,529.5,75,High,0.0,2,0,HIGH,0.88,26.5
2026-06-07 22:09:15,1.09,7,541.5,75,High,0.0,2,0,HIGH,0.97,0.0
2026-06-07 22:09:25,1.2,7,551.5,75,High,0.0,2,0,HIGH,0.99,0.0
2026-06-07 22:09:55,1.24,7,581.2,75,High,0.0,2,0,HIGH,0.98,0.0
2026-06-07 22:10:05,1.54,7,591.5,75,High,0.0,2,0,HIGH,0.98,0.0
2026-06-07 22:10:25,1.57,7,611.5,75,High,0.0,2,0,HIGH,0.97,0.0
2026-06-07 22:10:35,1.83,8,621.5,75,High,0.0,2,0,HIGH,0.99,0.0
2026-06-07 22:10:59,1.78,8,645.5,75,High,0.0,2,0,HIGH,0.99,0.0
2026-06-07 22:12:13,1.72,8,719.5,75,High,0.0,2,0,HIGH,0.99,0.0
2026-06-07 22:12:25,2.0,12,731.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:12:37,2.47,13,743.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:12:49,2.8,13,755.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:12:59,3.26,14,765.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:13:09,3.23,14,775.6,75,High,0.0,2,0,HIGH,0.99,0.0
2026-06-07 22:13:21,3.26,14,787.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:13:35,3.32,14,801.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:13:45,3.71,14,811.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:13:57,3.98,14,823.5,75,High,0.0,2,0,HIGH,1.0,0.0
2026-06-07 22:14:31,3.89,29,857.5,75,High,0.0,2,0,HIGH,1.0,0.0
